"2022-06-17";"22:39:43";"WinControl (rev 1142) report file"
"Datetime";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"2022-06-17 20:24:23.000";"3607002";"2022-06-17";"20:24:23";"F";"206";"329";"598";"0";"0.450";"0.0"
"2022-06-17 20:24:28.000";"3612002";"2022-06-17";"20:24:28";"F";"207";"552";"873";"0";"0.368";"0.0"
"2022-06-17 20:24:36.000";"3620002";"2022-06-17";"20:24:36";"F";"208";"360";"729";"0";"0.506";"0.0"
"2022-06-17 20:24:40.000";"3624002";"2022-06-17";"20:24:40";"F";"209";"345";"692";"0";"0.501";"0.0"
"2022-06-17 20:24:50.000";"3634002";"2022-06-17";"20:24:50";"F";"210";"368";"563";"0";"0.346";"0.0"
"2022-06-17 20:24:54.000";"3638002";"2022-06-17";"20:24:54";"F";"211";"500";"801";"0";"0.376";"0.0"
"2022-06-17 20:25:05.000";"3649002";"2022-06-17";"20:25:05";"F";"212";"371";"564";"0";"0.342";"0.0"
"2022-06-17 20:25:10.000";"3654002";"2022-06-17";"20:25:10";"F";"213";"661";"900";"0";"0.266";"0.0"
"2022-06-17 20:25:20.000";"3664002";"2022-06-17";"20:25:20";"F";"214";"342";"647";"0";"0.471";"0.0"
"2022-06-17 20:25:24.000";"3668002";"2022-06-17";"20:25:24";"F";"215";"646";"976";"0";"0.338";"0.0"
"2022-06-17 20:25:53.000";"3697002";"2022-06-17";"20:25:53";"F";"216";"0";"2";"0";"-";"-"
"2022-06-17 20:26:18.000";"3722002";"2022-06-17";"20:26:18";"F";"217";"421";"1235";"0";"0.659";"0.0"
"2022-06-17 20:26:22.000";"3726002";"2022-06-17";"20:26:22";"F";"218";"264";"911";"0";"0.710";"0.0"
"2022-06-17 20:26:38.000";"3742002";"2022-06-17";"20:26:38";"F";"219";"97";"167";"0";"0.419";"0.0"
"2022-06-17 20:26:43.000";"3747002";"2022-06-17";"20:26:43";"F";"220";"84";"162";"0";"0.481";"0.0"
"2022-06-17 20:27:51.000";"3815002";"2022-06-17";"20:27:51";"F";"221";"347";"996";"0";"0.652";"0.0"
"2022-06-17 20:27:55.000";"3819002";"2022-06-17";"20:27:55";"F";"222";"453";"1313";"0";"0.655";"0.0"
"2022-06-17 20:28:02.000";"3826002";"2022-06-17";"20:28:02";"F";"223";"509";"1323";"0";"0.615";"0.0"
"2022-06-17 20:28:08.000";"3832002";"2022-06-17";"20:28:08";"F";"224";"399";"1154";"0";"0.654";"0.0"
"2022-06-17 20:28:16.000";"3840002";"2022-06-17";"20:28:16";"F";"225";"413";"1051";"0";"0.607";"0.0"
"2022-06-17 20:28:20.000";"3844002";"2022-06-17";"20:28:20";"F";"226";"393";"1017";"0";"0.614";"0.0"
"2022-06-17 20:28:30.000";"3854002";"2022-06-17";"20:28:30";"F";"227";"244";"432";"0";"0.435";"0.0"
"2022-06-17 20:28:34.000";"3858002";"2022-06-17";"20:28:34";"F";"228";"301";"692";"0";"0.565";"0.0"
"2022-06-17 20:28:56.000";"3880002";"2022-06-17";"20:28:56";"F";"229";"0";"5";"0";"-";"-"
"2022-06-17 20:29:24.000";"3908002";"2022-06-17";"20:29:24";"F";"230";"503";"1293";"0";"0.611";"0.0"
"2022-06-17 20:29:29.000";"3913002";"2022-06-17";"20:29:29";"F";"231";"565";"1628";"0";"0.653";"0.0"
"2022-06-17 20:29:32.000";"3916002";"2022-06-17";"20:29:32";"F";"232";"374";"849";"0";"0.559";"0.0"
"2022-06-17 20:29:35.000";"3919002";"2022-06-17";"20:29:35";"F";"233";"720";"1536";"0";"0.531";"0.0"
"2022-06-17 20:29:39.000";"3923002";"2022-06-17";"20:29:39";"F";"234";"308";"718";"0";"0.571";"0.0"
"2022-06-17 20:29:44.000";"3928002";"2022-06-17";"20:29:44";"F";"235";"458";"1157";"0";"0.604";"0.0"
"2022-06-17 20:29:49.000";"3933002";"2022-06-17";"20:29:49";"F";"236";"316";"665";"0";"0.525";"0.0"
"2022-06-17 20:29:53.000";"3937002";"2022-06-17";"20:29:53";"F";"237";"472";"843";"0";"0.440";"0.0"
"2022-06-17 20:29:59.000";"3943002";"2022-06-17";"20:29:59";"F";"238";"115";"316";"0";"0.636";"0.0"
"2022-06-17 20:30:04.000";"3948002";"2022-06-17";"20:30:04";"F";"239";"231";"484";"0";"0.523";"0.0"
"2022-06-17 20:30:12.000";"3956002";"2022-06-17";"20:30:12";"F";"240";"444";"1020";"0";"0.565";"0.0"
"2022-06-17 20:30:16.000";"3960002";"2022-06-17";"20:30:16";"F";"241";"431";"903";"0";"0.523";"0.0"
"2022-06-17 20:30:23.000";"3967002";"2022-06-17";"20:30:23";"F";"242";"267";"781";"0";"0.658";"0.0"
"2022-06-17 20:30:29.000";"3973002";"2022-06-17";"20:30:29";"F";"243";"350";"934";"0";"0.625";"0.0"
"2022-06-17 20:30:36.000";"3980002";"2022-06-17";"20:30:36";"F";"244";"421";"1305";"0";"0.677";"0.0"
"2022-06-17 20:30:40.000";"3984002";"2022-06-17";"20:30:40";"F";"245";"715";"1560";"0";"0.542";"0.0"
"2022-06-17 20:31:04.000";"4008002";"2022-06-17";"20:31:04";"F";"246";"472";"1697";"0";"0.722";"0.0"
"2022-06-17 20:31:07.000";"4011002";"2022-06-17";"20:31:07";"F";"247";"412";"1409";"0";"0.708";"0.0"
"2022-06-17 20:31:15.000";"4019002";"2022-06-17";"20:31:15";"F";"248";"393";"1203";"0";"0.673";"0.0"
"2022-06-17 20:31:19.000";"4023002";"2022-06-17";"20:31:19";"F";"249";"434";"1384";"0";"0.686";"0.0"
"2022-06-17 20:31:27.000";"4031002";"2022-06-17";"20:31:27";"F";"250";"534";"1614";"0";"0.669";"0.0"
"2022-06-17 20:31:31.000";"4035002";"2022-06-17";"20:31:31";"F";"251";"311";"1088";"0";"0.714";"0.0"
"2022-06-17 20:31:44.000";"4048002";"2022-06-17";"20:31:44";"F";"252";"230";"890";"0";"0.742";"0.0"
"2022-06-17 20:31:47.000";"4051002";"2022-06-17";"20:31:47";"F";"253";"504";"1447";"0";"0.652";"0.0"
"2022-06-17 20:31:54.000";"4058002";"2022-06-17";"20:31:54";"F";"254";"331";"1042";"0";"0.682";"0.0"
"2022-06-17 20:31:58.000";"4062002";"2022-06-17";"20:31:58";"F";"255";"272";"936";"0";"0.709";"0.0"
"2022-06-17 20:32:07.000";"4071002";"2022-06-17";"20:32:07";"F";"256";"452";"1618";"0";"0.721";"0.0"
"2022-06-17 20:32:11.000";"4075002";"2022-06-17";"20:32:11";"F";"257";"380";"1200";"0";"0.683";"0.0"
"2022-06-17 20:32:19.000";"4083002";"2022-06-17";"20:32:19";"F";"258";"347";"1187";"0";"0.708";"0.0"
"2022-06-17 20:32:22.000";"4086002";"2022-06-17";"20:32:22";"F";"259";"414";"1472";"0";"0.719";"0.0"
"2022-06-17 20:32:32.000";"4096002";"2022-06-17";"20:32:32";"F";"260";"299";"985";"0";"0.696";"0.0"
"2022-06-17 20:32:36.000";"4100002";"2022-06-17";"20:32:36";"F";"261";"294";"1009";"0";"0.709";"0.0"
"2022-06-17 20:33:06.000";"4130002";"2022-06-17";"20:33:06";"F";"262";"352";"1053";"0";"0.666";"0.0"
"2022-06-17 20:33:11.000";"4135002";"2022-06-17";"20:33:11";"F";"263";"485";"1536";"0";"0.684";"0.0"
"2022-06-17 20:33:20.000";"4144002";"2022-06-17";"20:33:20";"F";"264";"309";"745";"0";"0.585";"0.0"
"2022-06-17 20:33:23.000";"4147002";"2022-06-17";"20:33:23";"F";"265";"340";"978";"0";"0.652";"0.0"
"2022-06-17 20:33:36.000";"4160002";"2022-06-17";"20:33:36";"F";"266";"197";"660";"0";"0.702";"0.0"
"2022-06-17 20:33:40.000";"4164002";"2022-06-17";"20:33:40";"F";"267";"342";"995";"0";"0.656";"0.0"
"2022-06-17 20:33:48.000";"4172002";"2022-06-17";"20:33:48";"F";"268";"436";"1470";"0";"0.703";"0.0"
"2022-06-17 20:33:53.000";"4177002";"2022-06-17";"20:33:53";"F";"269";"413";"1466";"0";"0.718";"0.0"
"2022-06-17 20:34:00.000";"4184002";"2022-06-17";"20:34:00";"F";"270";"346";"1202";"0";"0.712";"0.0"
"2022-06-17 20:34:03.000";"4187002";"2022-06-17";"20:34:03";"F";"271";"444";"1408";"0";"0.685";"0.0"
"2022-06-17 20:34:41.000";"4225002";"2022-06-17";"20:34:41";"F";"272";"531";"1247";"0";"0.574";"0.0"
"2022-06-17 20:34:45.000";"4229002";"2022-06-17";"20:34:45";"F";"273";"474";"1375";"0";"0.655";"0.0"
"2022-06-17 20:34:52.000";"4236002";"2022-06-17";"20:34:52";"F";"274";"414";"719";"0";"0.424";"0.0"
"2022-06-17 20:34:55.000";"4239002";"2022-06-17";"20:34:55";"F";"275";"466";"819";"0";"0.431";"0.0"
"2022-06-17 20:35:04.000";"4248002";"2022-06-17";"20:35:04";"F";"276";"609";"1157";"0";"0.474";"0.0"
"2022-06-17 20:35:08.000";"4252002";"2022-06-17";"20:35:08";"F";"277";"653";"1131";"0";"0.423";"0.0"
"2022-06-17 20:35:17.000";"4261002";"2022-06-17";"20:35:17";"F";"278";"421";"999";"0";"0.579";"0.0"
"2022-06-17 20:35:20.000";"4264002";"2022-06-17";"20:35:20";"F";"279";"521";"1164";"0";"0.552";"0.0"
"2022-06-17 20:35:27.000";"4271002";"2022-06-17";"20:35:27";"F";"280";"498";"1084";"0";"0.541";"0.0"
"2022-06-17 20:35:31.000";"4275002";"2022-06-17";"20:35:31";"F";"281";"551";"1364";"0";"0.596";"0.0"
"2022-06-17 20:35:40.000";"4284002";"2022-06-17";"20:35:40";"F";"282";"308";"762";"0";"0.596";"0.0"
"2022-06-17 20:35:44.000";"4288002";"2022-06-17";"20:35:44";"F";"283";"306";"864";"0";"0.646";"0.0"
"2022-06-17 20:36:50.000";"4354002";"2022-06-17";"20:36:50";"F";"284";"0";"0";"0";"-";"-"
"2022-06-17 20:39:53.000";"4537002";"2022-06-17";"20:39:53";"F";"285";"252";"612";"0";"0.588";"0.0"
"2022-06-17 20:39:58.000";"4542002";"2022-06-17";"20:39:58";"F";"286";"482";"1317";"0";"0.634";"0.0"
"2022-06-17 20:40:05.000";"4549002";"2022-06-17";"20:40:05";"F";"287";"628";"1552";"0";"0.595";"0.0"
"2022-06-17 20:40:09.000";"4553002";"2022-06-17";"20:40:09";"F";"288";"303";"821";"0";"0.631";"0.0"
"2022-06-17 20:40:18.000";"4562002";"2022-06-17";"20:40:18";"F";"289";"424";"1191";"0";"0.644";"0.0"
"2022-06-17 20:40:22.000";"4566002";"2022-06-17";"20:40:22";"F";"290";"422";"888";"0";"0.525";"0.0"
"2022-06-17 20:40:29.000";"4573002";"2022-06-17";"20:40:29";"F";"291";"435";"1201";"0";"0.638";"0.0"
"2022-06-17 20:40:34.000";"4578002";"2022-06-17";"20:40:34";"F";"292";"241";"575";"0";"0.581";"0.0"
"2022-06-17 20:40:42.000";"4586002";"2022-06-17";"20:40:42";"F";"293";"233";"515";"0";"0.548";"0.0"
"2022-06-17 20:40:45.000";"4589002";"2022-06-17";"20:40:45";"F";"294";"276";"525";"0";"0.474";"0.0"
"2022-06-17 20:40:53.000";"4597002";"2022-06-17";"20:40:53";"F";"295";"530";"1554";"0";"0.659";"0.0"
"2022-06-17 20:40:57.000";"4601002";"2022-06-17";"20:40:57";"F";"296";"329";"677";"0";"0.514";"0.0"
"2022-06-17 20:41:03.000";"4607002";"2022-06-17";"20:41:03";"F";"297";"277";"839";"0";"0.670";"0.0"
"2022-06-17 20:41:06.000";"4610002";"2022-06-17";"20:41:06";"F";"298";"410";"1193";"0";"0.656";"0.0"
"2022-06-17 20:41:12.000";"4616002";"2022-06-17";"20:41:12";"F";"299";"382";"1000";"0";"0.618";"0.0"
"2022-06-17 20:41:16.000";"4620002";"2022-06-17";"20:41:16";"F";"300";"604";"1203";"0";"0.498";"0.0"
"2022-06-17 20:44:01.000";"4785002";"2022-06-17";"20:44:01";"F";"301";"294";"1117";"0";"0.737";"0.0"
"2022-06-17 20:44:06.000";"4790002";"2022-06-17";"20:44:06";"F";"302";"146";"518";"0";"0.718";"0.0"
"2022-06-17 20:44:15.000";"4799002";"2022-06-17";"20:44:15";"F";"303";"598";"2046";"0";"0.708";"0.0"
"2022-06-17 20:44:21.000";"4805002";"2022-06-17";"20:44:21";"F";"304";"498";"1384";"0";"0.640";"0.0"
"2022-06-17 20:44:37.000";"4821002";"2022-06-17";"20:44:37";"F";"305";"427";"1489";"0";"0.713";"0.0"
"2022-06-17 20:44:40.000";"4824002";"2022-06-17";"20:44:40";"F";"306";"327";"1166";"0";"0.720";"0.0"
"2022-06-17 20:44:48.000";"4832002";"2022-06-17";"20:44:48";"F";"307";"426";"1375";"0";"0.690";"0.0"
"2022-06-17 20:44:54.000";"4838002";"2022-06-17";"20:44:54";"F";"308";"233";"734";"0";"0.683";"0.0"
"2022-06-17 20:45:02.000";"4846002";"2022-06-17";"20:45:02";"F";"309";"263";"849";"0";"0.690";"0.0"
"2022-06-17 20:45:08.000";"4852002";"2022-06-17";"20:45:08";"F";"310";"428";"1289";"0";"0.668";"0.0"
"2022-06-17 20:45:22.000";"4866002";"2022-06-17";"20:45:22";"F";"311";"300";"978";"0";"0.693";"0.0"
"2022-06-17 20:45:26.000";"4870002";"2022-06-17";"20:45:26";"F";"312";"312";"888";"0";"0.649";"0.0"
"2022-06-17 20:45:33.000";"4877002";"2022-06-17";"20:45:33";"F";"313";"246";"917";"0";"0.732";"0.0"
"2022-06-17 20:45:36.000";"4880002";"2022-06-17";"20:45:36";"F";"314";"464";"1541";"0";"0.699";"0.0"
"2022-06-17 20:45:47.000";"4891002";"2022-06-17";"20:45:47";"F";"315";"494";"1801";"0";"0.726";"0.0"
"2022-06-17 20:45:55.000";"4899002";"2022-06-17";"20:45:55";"F";"316";"281";"824";"0";"0.659";"0.0"
"2022-06-17 20:48:56.000";"5080002";"2022-06-17";"20:48:56";"F";"317";"327";"914";"0";"0.642";"0.0"
"2022-06-17 20:49:00.000";"5084002";"2022-06-17";"20:49:00";"F";"318";"394";"1120";"0";"0.648";"0.0"
"2022-06-17 20:49:10.000";"5094002";"2022-06-17";"20:49:10";"F";"319";"454";"1233";"0";"0.632";"0.0"
"2022-06-17 20:49:13.000";"5097002";"2022-06-17";"20:49:13";"F";"320";"504";"1311";"0";"0.616";"0.0"
"2022-06-17 20:49:36.000";"5120002";"2022-06-17";"20:49:36";"F";"321";"358";"921";"0";"0.611";"0.0"
"2022-06-17 20:49:40.000";"5124002";"2022-06-17";"20:49:40";"F";"322";"264";"657";"0";"0.598";"0.0"
"2022-06-17 20:49:49.000";"5133002";"2022-06-17";"20:49:49";"F";"323";"235";"538";"0";"0.563";"0.0"
"2022-06-17 20:49:53.000";"5137002";"2022-06-17";"20:49:53";"F";"324";"384";"974";"0";"0.606";"0.0"
"2022-06-17 20:50:00.000";"5144002";"2022-06-17";"20:50:00";"F";"325";"471";"1338";"0";"0.648";"0.0"
"2022-06-17 20:50:03.000";"5147002";"2022-06-17";"20:50:03";"F";"326";"496";"1130";"0";"0.561";"0.0"
"2022-06-17 20:50:15.000";"5159002";"2022-06-17";"20:50:15";"F";"327";"583";"1362";"0";"0.572";"0.0"
"2022-06-17 20:50:20.000";"5164002";"2022-06-17";"20:50:20";"F";"328";"531";"1341";"0";"0.604";"0.0"
"2022-06-17 20:50:30.000";"5174002";"2022-06-17";"20:50:30";"F";"329";"234";"665";"0";"0.648";"0.0"
"2022-06-17 20:50:35.000";"5179002";"2022-06-17";"20:50:35";"F";"330";"357";"839";"0";"0.574";"0.0"
"2022-06-17 20:54:37.000";"5421002";"2022-06-17";"20:54:37";"F";"331";"537";"1640";"0";"0.673";"0.0"
"2022-06-17 20:54:41.000";"5425002";"2022-06-17";"20:54:41";"F";"332";"478";"1390";"0";"0.656";"0.0"
"2022-06-17 20:54:48.000";"5432002";"2022-06-17";"20:54:48";"F";"333";"340";"885";"0";"0.616";"0.0"
"2022-06-17 20:54:52.000";"5436002";"2022-06-17";"20:54:52";"F";"334";"490";"1379";"0";"0.645";"0.0"
"2022-06-17 20:54:58.000";"5442002";"2022-06-17";"20:54:58";"F";"335";"360";"1163";"0";"0.690";"0.0"
"2022-06-17 20:55:02.000";"5446002";"2022-06-17";"20:55:02";"F";"336";"407";"1362";"0";"0.701";"0.0"
"2022-06-17 20:55:12.000";"5456002";"2022-06-17";"20:55:12";"F";"337";"349";"1202";"0";"0.710";"0.0"
"2022-06-17 20:55:20.000";"5464002";"2022-06-17";"20:55:20";"F";"338";"489";"1630";"0";"0.700";"0.0"
"2022-06-17 20:55:28.000";"5472002";"2022-06-17";"20:55:28";"F";"339";"58";"142";"0";"0.592";"0.0"
"2022-06-17 20:55:35.000";"5479002";"2022-06-17";"20:55:35";"F";"340";"294";"870";"0";"0.662";"0.0"
"2022-06-17 20:55:45.000";"5489002";"2022-06-17";"20:55:45";"F";"341";"468";"1679";"0";"0.721";"0.0"
"2022-06-17 20:55:49.000";"5493002";"2022-06-17";"20:55:49";"F";"342";"381";"1259";"0";"0.697";"0.0"
"2022-06-17 21:00:02.000";"5746002";"2022-06-17";"21:00:02";"F";"343";"0";"0";"0";"-";"-"
"2022-06-17 21:07:43.000";"6207002";"2022-06-17";"21:07:43";"F";"344";"336";"1435";"0";"0.766";"0.0"
"2022-06-17 21:07:49.000";"6213002";"2022-06-17";"21:07:49";"F";"345";"337";"1184";"0";"0.715";"0.0"
"2022-06-17 21:07:59.000";"6223002";"2022-06-17";"21:07:59";"F";"346";"395";"1471";"0";"0.731";"0.0"
"2022-06-17 21:08:03.000";"6227002";"2022-06-17";"21:08:03";"F";"347";"589";"2160";"0";"0.727";"0.0"
"2022-06-17 21:08:09.000";"6233002";"2022-06-17";"21:08:09";"F";"348";"459";"1603";"0";"0.714";"0.0"
"2022-06-17 21:08:12.000";"6236002";"2022-06-17";"21:08:12";"F";"349";"370";"1329";"0";"0.722";"0.0"
"2022-06-17 21:08:19.000";"6243002";"2022-06-17";"21:08:19";"F";"350";"513";"1831";"0";"0.720";"0.0"
"2022-06-17 21:08:24.000";"6248002";"2022-06-17";"21:08:24";"F";"351";"282";"1000";"0";"0.718";"0.0"
"2022-06-17 21:08:30.000";"6254002";"2022-06-17";"21:08:30";"F";"352";"290";"899";"0";"0.677";"0.0"
"2022-06-17 21:08:34.000";"6258002";"2022-06-17";"21:08:34";"F";"353";"286";"997";"0";"0.713";"0.0"
"2022-06-17 21:08:40.000";"6264002";"2022-06-17";"21:08:40";"F";"354";"376";"1015";"0";"0.630";"0.0"
"2022-06-17 21:08:45.000";"6269002";"2022-06-17";"21:08:45";"F";"355";"281";"801";"0";"0.649";"0.0"
"2022-06-17 21:08:51.000";"6275002";"2022-06-17";"21:08:51";"F";"356";"474";"1634";"0";"0.710";"0.0"
"2022-06-17 21:08:56.000";"6280002";"2022-06-17";"21:08:56";"F";"357";"366";"1082";"0";"0.662";"0.0"
"2022-06-17 21:09:02.000";"6286002";"2022-06-17";"21:09:02";"F";"358";"441";"1641";"0";"0.731";"0.0"
"2022-06-17 21:09:06.000";"6290002";"2022-06-17";"21:09:06";"F";"359";"536";"1927";"0";"0.722";"0.0"
"2022-06-17 21:11:25.000";"6429002";"2022-06-17";"21:11:25";"F";"360";"277";"1034";"0";"0.732";"0.0"
"2022-06-17 21:11:30.000";"6434002";"2022-06-17";"21:11:30";"F";"361";"492";"1870";"0";"0.737";"0.0"
"2022-06-17 21:11:39.000";"6443002";"2022-06-17";"21:11:39";"F";"362";"641";"2368";"0";"0.729";"0.0"
"2022-06-17 21:11:43.000";"6447002";"2022-06-17";"21:11:43";"F";"363";"216";"1075";"0";"0.799";"0.0"
"2022-06-17 21:12:02.000";"6466002";"2022-06-17";"21:12:02";"F";"364";"155";"260";"0";"0.404";"0.0"
"2022-06-17 21:12:07.000";"6471002";"2022-06-17";"21:12:07";"F";"365";"231";"737";"0";"0.687";"0.0"
"2022-06-17 21:12:16.000";"6480002";"2022-06-17";"21:12:16";"F";"366";"389";"1326";"0";"0.707";"0.0"
"2022-06-17 21:12:20.000";"6484002";"2022-06-17";"21:12:20";"F";"367";"474";"1753";"0";"0.730";"0.0"
"2022-06-17 21:12:29.000";"6493002";"2022-06-17";"21:12:29";"F";"368";"256";"915";"0";"0.720";"0.0"
"2022-06-17 21:12:33.000";"6497002";"2022-06-17";"21:12:33";"F";"369";"390";"1324";"0";"0.705";"0.0"
"2022-06-17 21:12:44.000";"6508002";"2022-06-17";"21:12:44";"F";"370";"250";"899";"0";"0.722";"0.0"
"2022-06-17 21:12:48.000";"6512002";"2022-06-17";"21:12:48";"F";"371";"403";"1404";"0";"0.713";"0.0"
"2022-06-17 21:12:56.000";"6520002";"2022-06-17";"21:12:56";"F";"372";"163";"391";"0";"0.583";"0.0"
"2022-06-17 21:13:00.000";"6524002";"2022-06-17";"21:13:00";"F";"373";"449";"1556";"0";"0.711";"0.0"
"2022-06-17 21:13:08.000";"6532002";"2022-06-17";"21:13:08";"F";"374";"352";"1120";"0";"0.686";"0.0"
"2022-06-17 21:13:13.000";"6537002";"2022-06-17";"21:13:13";"F";"375";"475";"1634";"0";"0.709";"0.0"
"2022-06-17 21:14:10.000";"6594002";"2022-06-17";"21:14:10";"F";"376";"180";"558";"0";"0.677";"0.0"
"2022-06-17 21:14:15.000";"6599002";"2022-06-17";"21:14:15";"F";"377";"147";"539";"0";"0.727";"0.0"
"2022-06-17 21:14:21.000";"6605002";"2022-06-17";"21:14:21";"F";"378";"74";"144";"0";"0.486";"0.0"
"2022-06-17 21:14:25.000";"6609002";"2022-06-17";"21:14:25";"F";"379";"290";"688";"0";"0.578";"0.0"
"2022-06-17 21:14:34.000";"6618002";"2022-06-17";"21:14:34";"F";"380";"324";"932";"0";"0.652";"0.0"
"2022-06-17 21:14:37.000";"6621002";"2022-06-17";"21:14:37";"F";"381";"374";"1222";"0";"0.694";"0.0"
"2022-06-17 21:14:46.000";"6630002";"2022-06-17";"21:14:46";"F";"382";"423";"1205";"0";"0.649";"0.0"
"2022-06-17 21:14:49.000";"6633002";"2022-06-17";"21:14:49";"F";"383";"562";"1651";"0";"0.660";"0.0"
"2022-06-17 21:14:55.000";"6639002";"2022-06-17";"21:14:55";"F";"384";"449";"1519";"0";"0.704";"0.0"
"2022-06-17 21:14:59.000";"6643002";"2022-06-17";"21:14:59";"F";"385";"572";"1836";"0";"0.688";"0.0"
"2022-06-17 21:15:10.000";"6654002";"2022-06-17";"21:15:10";"F";"386";"437";"1276";"0";"0.658";"0.0"
"2022-06-17 21:15:14.000";"6658002";"2022-06-17";"21:15:14";"F";"387";"376";"1096";"0";"0.657";"0.0"
"2022-06-17 21:15:21.000";"6665002";"2022-06-17";"21:15:21";"F";"388";"432";"1454";"0";"0.703";"0.0"
"2022-06-17 21:15:29.000";"6673002";"2022-06-17";"21:15:29";"F";"389";"142";"465";"0";"0.695";"0.0"
"2022-06-17 21:15:57.000";"6701002";"2022-06-17";"21:15:57";"F";"390";"281";"961";"0";"0.708";"0.0"
"2022-06-17 21:16:00.000";"6704002";"2022-06-17";"21:16:00";"F";"391";"426";"1479";"0";"0.712";"0.0"
"2022-06-17 21:16:05.000";"6709002";"2022-06-17";"21:16:05";"F";"392";"364";"1431";"0";"0.746";"0.0"
"2022-06-17 21:16:08.000";"6712002";"2022-06-17";"21:16:08";"F";"393";"403";"1412";"0";"0.715";"0.0"
"2022-06-17 21:16:14.000";"6718002";"2022-06-17";"21:16:14";"F";"394";"337";"1196";"0";"0.718";"0.0"
"2022-06-17 21:16:17.000";"6721002";"2022-06-17";"21:16:17";"F";"395";"408";"1369";"0";"0.702";"0.0"
"2022-06-17 21:16:24.000";"6728002";"2022-06-17";"21:16:24";"F";"396";"422";"1304";"0";"0.676";"0.0"
"2022-06-17 21:16:27.000";"6731002";"2022-06-17";"21:16:27";"F";"397";"320";"1020";"0";"0.686";"0.0"
"2022-06-17 21:16:33.000";"6737002";"2022-06-17";"21:16:33";"F";"398";"492";"1606";"0";"0.694";"0.0"
"2022-06-17 21:16:36.000";"6740002";"2022-06-17";"21:16:36";"F";"399";"358";"1182";"0";"0.697";"0.0"
"2022-06-17 21:16:45.000";"6749002";"2022-06-17";"21:16:45";"F";"400";"199";"692";"0";"0.712";"0.0"
"2022-06-17 21:16:48.000";"6752002";"2022-06-17";"21:16:48";"F";"401";"444";"1409";"0";"0.685";"0.0"
"2022-06-17 21:22:27.000";"7091002";"2022-06-17";"21:22:27";"F";"402";"0";"1";"0";"-";"-"
"2022-06-17 21:22:38.000";"7102002";"2022-06-17";"21:22:38";"F";"403";"365";"1248";"0";"0.708";"0.0"
"2022-06-17 21:22:42.000";"7106002";"2022-06-17";"21:22:42";"F";"404";"252";"803";"0";"0.686";"0.0"
"2022-06-17 21:22:49.000";"7113002";"2022-06-17";"21:22:49";"F";"405";"458";"1493";"0";"0.693";"0.0"
"2022-06-17 21:22:52.000";"7116002";"2022-06-17";"21:22:52";"F";"406";"380";"1112";"0";"0.658";"0.0"
"2022-06-17 21:23:00.000";"7124002";"2022-06-17";"21:23:00";"F";"407";"255";"803";"0";"0.682";"0.0"
"2022-06-17 21:23:03.000";"7127002";"2022-06-17";"21:23:03";"F";"408";"432";"1493";"0";"0.711";"0.0"
"2022-06-17 21:23:12.000";"7136002";"2022-06-17";"21:23:12";"F";"409";"282";"982";"0";"0.713";"0.0"
"2022-06-17 21:23:16.000";"7140002";"2022-06-17";"21:23:16";"F";"410";"490";"1613";"0";"0.696";"0.0"
"2022-06-17 21:23:23.000";"7147002";"2022-06-17";"21:23:23";"F";"411";"542";"1802";"0";"0.699";"0.0"
"2022-06-17 21:23:26.000";"7150002";"2022-06-17";"21:23:26";"F";"412";"603";"1942";"0";"0.689";"0.0"
"2022-06-17 21:23:37.000";"7161002";"2022-06-17";"21:23:37";"F";"413";"262";"711";"0";"0.632";"0.0"
"2022-06-17 21:23:41.000";"7165002";"2022-06-17";"21:23:41";"F";"414";"386";"850";"0";"0.546";"0.0"
"2022-06-17 21:23:48.000";"7172002";"2022-06-17";"21:23:48";"F";"415";"511";"1411";"0";"0.638";"0.0"
"2022-06-17 21:23:52.000";"7176002";"2022-06-17";"21:23:52";"F";"416";"452";"1270";"0";"0.644";"0.0"
"2022-06-17 21:23:59.000";"7183002";"2022-06-17";"21:23:59";"F";"417";"553";"1584";"0";"0.651";"0.0"
"2022-06-17 21:24:03.000";"7187002";"2022-06-17";"21:24:03";"F";"418";"649";"1948";"0";"0.667";"0.0"
"2022-06-17 21:24:58.000";"7242002";"2022-06-17";"21:24:58";"F";"419";"367";"1389";"0";"0.736";"0.0"
"2022-06-17 21:25:00.000";"7244002";"2022-06-17";"21:25:00";"F";"420";"273";"1255";"0";"0.782";"0.0"
"2022-06-17 21:25:04.000";"7248002";"2022-06-17";"21:25:04";"F";"421";"365";"1343";"0";"0.728";"0.0"
"2022-06-17 21:25:06.000";"7250002";"2022-06-17";"21:25:06";"F";"422";"302";"1079";"0";"0.720";"0.0"
"2022-06-17 21:25:09.000";"7253002";"2022-06-17";"21:25:09";"F";"423";"128";"498";"0";"0.743";"0.0"
"2022-06-17 21:25:12.000";"7256002";"2022-06-17";"21:25:12";"F";"424";"362";"1770";"0";"0.795";"0.0"
"2022-06-17 21:25:20.000";"7264002";"2022-06-17";"21:25:20";"F";"425";"236";"885";"0";"0.733";"0.0"
"2022-06-17 21:25:24.000";"7268002";"2022-06-17";"21:25:24";"F";"426";"314";"1137";"0";"0.724";"0.0"
"2022-06-17 21:25:29.000";"7273002";"2022-06-17";"21:25:29";"F";"427";"307";"1160";"0";"0.735";"0.0"
