Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
05.12.22;23:40:15;1;0;0.0083;0.0073;0.0039;0.0059;0.0034;0.0039;0.0489;0.0152;0.0161;0.0137;0.0078;0.0112;0.0054;0.0064;0.1022;0.0279;0.000;0.000;0.000;0.000;0.000;0.000;0.522;0.456;
05.12.22;23:41:04;2;0;0.1022;0.1153;0.1075;0.0948;0.1070;0.1017;0.1193;0.1022;0.2507;0.2825;0.2370;0.2195;0.2654;0.2542;0.2717;0.2307;0.593;0.592;0.546;0.568;0.597;0.600;0.561;0.557;
