Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
06.12.22;23:50:26;1;0;0.0899;0.0860;0.1061;0.0953;0.1061;0.1061;0.1163;0.0875;0.1173;0.1017;0.1173;0.1100;0.1882;0.1838;0.2248;0.2077;0.2331;0.2146;0.2766;0.1975;0.2727;0.2370;0.2551;0.2429;0.522;0.532;0.528;0.541;0.545;0.506;0.580;0.557;0.570;0.571;0.540;0.547;
