nursery,geno,ed50,std.error,ed50.f,std.error.f
UM,15y,36.26224711960258,0.19336856085949083,36.125976886262244,0.2231592275399486
UM,16y,35.163105909595295,0.23133360018276844,35.163105909595295,0.23133360018276844
UM,90y,34.763659621298025,0.12578838453303653,34.763659621298025,0.12578838453303653
UM,42y,35.38905071690814,0.1508057187402688,35.66799011695753,0.12761667000474444
UM,41y,35.15133779326331,0.2633795458973146,35.11110166105149,0.19541516738309195
UM,44y,35.12975421992732,0.13205396167633277,35.0494420581463,0.1382240102602753
UM,46y,34.8187775123271,0.52990706776992,34.8187775123271,0.52990706776992
UM,14y,35.781472435676115,0.2116385520517876,35.781472435676115,0.2116385520517876
UM,47y,36.42684046272317,0.1698549507410466,36.32817886977574,0.15860651150914062
UM,48y,35.50003650771402,0.10742757120186203,35.50003650771402,0.10742757120186203
UM,o.85,35.03816823500209,0.3916443927746085,34.819700962327175,0.2786918159845423
UM,68y,35.08640495818491,0.13964100165031845,35.08640495818491,0.13964100165031845
UM,67y,34.82874941498524,0.20416943656709646,34.82874941498524,0.20416943656709646
UM,70y,35.869650659263684,0.1965611063608566,36.0621057533149,0.1440749318868881
UM,58y,34.954166310848834,0.20755239908654988,34.98459441809226,0.14822420929088748
UM,66y,34.85484339826015,0.27352376531234646,34.85484339826015,0.27352376531234646
UM,63y,36.44743465845321,0.09768512332209887,36.228002382718245,0.1170842274364857
UM,19y,35.72469524575852,0.22853677994628105,35.91115591851282,0.2029425062102661
UM,64y,35.91171682503811,0.1078809737908358,35.861281337436665,0.09428513478692399
UM,38y,35.40180217510927,0.15308514303434126,35.350447957652314,0.11852785954824739
UM,36y,35.531353704069105,0.20739231396215796,35.508333623154044,0.14591601370498772
UM,54y,35.523455600140366,0.131601924944588,35.4292285543536,0.12113941335235469
UM,59y,35.49023259442154,0.12881557431085983,35.38331719249226,0.1020199045611707
UM,23y,35.75302718490805,0.4244354878563973,36.296474374660946,0.1183905983956938
UM,55y,35.54269606596007,0.17219913135479192,35.54269606596007,0.17219913135479192
UM,30y,35.660250692252774,0.22131262328880455,35.82836803525103,0.21188292130193442
UM,29y,35.241553395689515,0.16178024746510125,35.41221061676873,0.14681814668317744
UM,52y,35.8749072395695,0.11556126360889261,35.8328310599406,0.10581149805444767
CRF,CRF052,35.97917598552669,0.30087658937300954,35.97917598552669,0.30087658937300954
RRT,FM12,34.88141602880113,0.22603282135895197,34.88141602880113,0.22603282135895197
RRT,KW5,35.69777745102252,0.318733308562465,35.446161749313546,0.21799900198858496
CRF,CRF048,35.82143427322131,0.17506347385838172,35.770798772992215,0.143618015040304
MML,ML47,35.09039113396889,0.2593574772818274,35.09039113396889,0.2593574772818274
MML,ML77,35.1494824054772,0.17753670153977366,35.15206141370068,0.15304362739239905
MML,ML41,34.9517969058988,0.2826908022187949,35.21375599983803,0.28567107655016083
MML,ML48,34.907286702523145,0.16832501788021662,34.907286702523145,0.16832501788021662
CRF,CRF059,34.652968706109306,0.3211114149008505,34.652968706109306,0.3211114149008505
MML,ML38,35.93415264307719,0.14797252597839772,36.01992944727731,0.13459208758458152
CRF,CRF024,35.60235788829347,0.31258561600399226,35.60235788829347,0.31258561600399226
RRT,FM6,34.681938534644196,0.1718277763963011,34.65556600088343,0.11233509801891649
RRT,FM5,35.024339370192926,0.09039907294114365,35.06237857777158,0.07733587641456749
MML,ML84,34.9882283285144,0.15965043580960175,34.97361059204727,0.14618920671722804
RRT,M5,35.34452362006308,0.14657746036154176,35.34452362006308,0.14657746036154176
RRT,M7,35.66434655930825,0.15981842393087597,35.66434655930825,0.15981842393087597
RRT,M6,35.717947628438736,0.1881836547633026,35.66696649343726,0.16614009403939253
MML,ML55,35.216691851138044,0.32896819867365945,35.216691851138044,0.32896819867365945
RRT,FM7,35.21986148167764,0.19354217529593107,35.05222803319323,0.1908372184697439
CRF,CRF102,35.96879716342293,0.23399556932070886,35.96879716342293,0.23399556932070886
CRF,CRF031,35.26082243363942,0.13230073501429335,35.37785666098361,0.11344595346923092
MML,ML50,35.49753885509797,0.17886923494427673,35.49753885509797,0.17886923494427673
CRF,CRF082,35.918094073430865,0.09496919638462897,35.914284240180805,0.07655770084167587
CRF,CRF108,36.070810377140774,0.2522669854690848,36.19621253076286,0.2199348555451403
CRF,CRF055,35.83304977895417,0.29287256509860227,35.83304977895417,0.29287256509860227
RRT,Acer121RR,35.38401290962219,0.5115494973212797,35.38401290962219,0.5115494973212797
MML,ML4,35.62711670594787,0.11763183060642265,35.737478799486325,0.12266909698192968
RRT,K1,34.48026916256911,0.3350707558044445,34.395072922264504,0.26171180877276917
MML,ML62,34.80292164621629,0.17834679291315877,34.719636826099546,0.15723304205938526
RRT,Acer120RR,35.77755742658361,0.19956939832077544,35.77755742658361,0.19956939832077544
RRT,U19,35.480435922296806,0.34214163613335863,35.480435922296806,0.34214163613335863
RRT,U75,36.00789126664862,0.14487673462130055,35.95066082971306,0.1321065517203749
RRT,U15,35.88867332902606,0.09540486909363959,35.995461182049496,0.0899783068627873
CRF,CRF087,35.62316413411431,0.19766499256675008,35.53950691791592,0.16531029472782213
RRT,K3,35.5289781844494,0.2533039374205514,35.5289781844494,0.2533039374205514
RRT,K2,35.86487738122786,0.14833561848728768,35.92607431710484,0.11553009966371589
RRT,ML34,35.125195797537316,0.18900331301719303,35.125195797537316,0.18900331301719303
RRT,Acer123RR,36.67247776356361,0.2654650031977492,36.01617126251146,0.28606120207950553
RRT,ML1,35.47759626724711,0.10095877254909773,35.45611873748101,0.08887498184344095
