Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;
17.06.22;20:33:32;1;0;0.1056;0.0821;0.0919;0.0973;0.1051;0.1041;0.0782;0.0748;0.0758;0.0943;0.0821;0.0846;0.0689;0.0753;0.2058;0.1637;0.1686;0.1774;0.1896;0.1804;0.1544;0.1471;0.1373;0.1730;0.1393;0.1427;0.1139;0.1163;0.487;0.499;0.455;0.452;0.446;0.423;0.494;0.492;0.448;0.455;0.411;0.408;0.395;0.353;
