Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
12.12.22;23:25:45;1;0;0.1828;0.2019;0.1544;0.1632;0.1593;0.1701;0.1681;0.1647;0.1789;0.1994;0.4961;0.5083;0.4110;0.4399;0.5108;0.5332;0.4531;0.4580;0.4599;0.5239;0.632;0.603;0.624;0.629;0.688;0.681;0.629;0.640;0.611;0.619;
