Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;
17.06.22;20:34:57;1;0;0.0885;0.0865;0.0860;0.0899;0.1075;0.0924;0.0772;0.0743;0.0528;0.0533;0.0855;0.0787;0.2028;0.1970;0.1950;0.1979;0.2444;0.2097;0.1877;0.1774;0.0904;0.1031;0.1935;0.1818;0.564;0.561;0.559;0.546;0.560;0.559;0.589;0.581;0.416;0.483;0.558;0.567;
