ShortUniqueID, PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
01211,pulchritude,2022_12_4,761795,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,767630,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,773178,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,778647,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.61,28.61,HTR,
01211,pulchritude,2022_12_4,784116,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,789588,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,795058,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,800527,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,805997,10,46,4,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,811469,10,47,7,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,819377,10,47,7,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,824846,10,47,7,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
01211,pulchritude,2022_12_4,830316,10,47,7,28.50,28.65,28.65,CHL,28.50,29.37,29.37,CHL,28.50,29.31,29.31,CHL,28.50,28.67,28.67,CHL,
