Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;
13.12.22;22:54:55;1;0;0.0982;0.1281;0.1002;0.1139;0.1628;0.1593;0.1183;0.1227;0.1843;0.1720;0.1774;0.1960;0.1359;0.1544;0.1002;0.1178;0.0748;0.0880;0.0997;0.1193;0.1080;0.1510;0.1334;0.1588;0.2708;0.2903;0.1774;0.1877;0.3710;0.3265;0.3656;0.3705;0.2395;0.2688;0.1500;0.1755;0.1075;0.1295;0.1486;0.1935;0.090;0.152;0.249;0.283;0.399;0.451;0.333;0.346;0.503;0.473;0.515;0.471;0.433;0.425;0.332;0.329;0.305;0.321;0.329;0.384;
