Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;F21;F22;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Fm'21;Fm'22;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;Y(II)21;Y(II)22;
13.12.22;23:15:56;1;0;0.2048;0.2160;0.1794;0.1926;0.1569;0.1706;0.1667;0.1838;0.1701;0.1750;0.1691;0.1843;0.1867;0.1984;0.1657;0.1872;0.1676;0.1877;0.1652;0.1882;0.1745;0.1965;0.5098;0.5440;0.4980;0.5220;0.4228;0.4609;0.4741;0.4804;0.4609;0.4731;0.4252;0.4477;0.5147;0.5489;0.4594;0.5049;0.4653;0.5200;0.4330;0.4770;0.4717;0.5313;0.598;0.603;0.640;0.631;0.629;0.630;0.648;0.617;0.631;0.630;0.602;0.588;0.637;0.638;0.639;0.629;0.640;0.639;0.619;0.606;0.630;0.630;
