Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;
13.12.22;23:11:38;1;0;0.1994;0.1921;0.2146;0.2234;0.2107;0.2234;0.2043;0.2072;0.2214;0.2297;0.2263;0.2336;0.2038;0.2146;0.1979;0.2077;0.2590;0.2981;0.5357;0.5152;0.5640;0.5860;0.5455;0.5630;0.5381;0.5748;0.5953;0.6197;0.6061;0.6109;0.5591;0.5919;0.5415;0.5650;0.7542;0.8563;0.628;0.627;0.620;0.619;0.614;0.603;0.620;0.639;0.628;0.629;0.627;0.618;0.635;0.637;0.634;0.632;0.657;0.652;
