Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;
13.12.22;22:53:36;1;0;0.2439;0.2312;0.0684;0.0811;0.3724;0.2185;0.2199;0.2312;0.1461;0.1285;0.3822;0.3763;0.2209;0.2400;0.2600;0.3245;0.2835;0.2776;0.2395;0.2830;0.3690;0.3372;0.1056;0.1193;0.8299;0.5064;0.3514;0.3661;0.1833;0.1369;0.7322;0.7703;0.3084;0.3270;0.4980;0.6261;0.4086;0.4008;0.3739;0.4770;0.339;0.314;0.352;0.320;0.551;0.569;0.374;0.368;0.203;0.061;0.478;0.511;0.284;0.266;0.478;0.482;0.306;0.307;0.359;0.407;
