Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;F20;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Fm'20;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;Y(II)20;
13.12.22;23:14:43;1;0;0.1813;0.1794;0.1686;0.1877;0.1828;0.1955;0.1701;0.1867;0.1711;0.1730;0.2121;0.2336;0.1887;0.1931;0.1603;0.1764;0.1838;0.1921;0.1735;0.1975;0.4746;0.4707;0.4550;0.5010;0.4467;0.4604;0.4638;0.5044;0.4506;0.4536;0.5528;0.6080;0.4980;0.5127;0.3993;0.4438;0.4936;0.5176;0.4609;0.5122;0.618;0.619;0.629;0.625;0.591;0.575;0.633;0.630;0.620;0.619;0.616;0.616;0.621;0.623;0.599;0.602;0.628;0.629;0.624;0.615;
