Date;Time;No.;PAR;F1;F2;F3;F4;F5;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;
06.09.21;19:48:27;1;0;0.4961;0.4174;0.3196;0.3109;0.4580;0.5870;0.5259;0.4106;0.4409;0.5655;0.155;0.206;0.221;0.295;0.190;
06.09.21;19:48:28;2;0;0.4961;0.4174;0.3196;0.3109;0.4580;0.5826;0.5210;0.4081;0.4370;0.5630;0.148;0.199;0.217;0.289;0.187;
