Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
08.09.21;20:09:26;1;0;0.4174;0.4218;0.3773;0.4301;0.4399;0.4541;0.4580;0.4022;0.5640;0.6481;0.5235;0.5459;0.5587;0.5836;0.5846;0.5166;0.260;0.349;0.279;0.212;0.213;0.222;0.217;0.221;
