Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
08.09.21;20:13:36;1;0;0.3807;0.4252;0.4516;0.4330;0.4008;0.3988;0.4428;0.4018;0.4418;0.4570;0.4545;0.4462;0.4384;0.4370;0.3548;0.3842;0.4555;0.5039;0.5846;0.5455;0.5044;0.5230;0.5000;0.4633;0.5166;0.5308;0.5259;0.4878;0.5367;0.5210;0.4423;0.4824;0.164;0.156;0.227;0.206;0.205;0.237;0.114;0.133;0.145;0.139;0.136;0.085;0.183;0.161;0.198;0.204;
