Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
06.09.21;20:08:50;1;0;0.4585;0.4370;0.4951;0.4663;0.4027;0.4076;0.5303;0.5860;0.4858;0.4809;0.8226;0.7825;0.8534;0.8030;0.6696;0.6701;0.8773;0.9370;0.8402;0.8240;0.443;0.442;0.420;0.419;0.399;0.392;0.396;0.375;0.422;0.416;
