Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
08.09.21;20:03:14;1;0;0.4765;0.4971;0.4560;0.4570;0.4174;0.4360;0.4536;0.4326;0.7561;0.6804;0.6745;0.6603;0.5934;0.6891;0.7077;0.6706;0.370;0.269;0.324;0.308;0.297;0.367;0.359;0.355;
